GROUP,FAMILY,SPECIES,FEED MODE ,SIZE,MOBILITY,BIOTURBATION,STATION,TREATMENT,CORE,LAYER,COUNTS,ABUNDANCE,BIOMASS,Dry Weight_mg,Dry Weight_ug,Biomass_analysed_mg,Biomass_analysed_ug,n_analysed,Biomass.mg.C.m2,Biomass.mg.N.m2,N_µg,15N_at.percentage,δ15N_air,C_µg,δ13C_VPDB,Formalin.corrected_δ13C_VPDB,13C_at.percentage,Core area_m2,Actual_C.percentage,Actual_N.percentage,Sample_weight_mgC,Sample_weight_mgN,Sample_weight_ugC,Sample_weight_ugN,Sample_weight_ugC/m2,Sample_weight_ugN/m2,Sample_weight_mgCm2,Sample_weight_mgN/m2,Background_N_µg,Background_15N_at.percentage,Background_δ15N_air,Background_C_µg,Background_δ13C_VPDB,Background_Formalin.corrected_δ13C_VPDB,Background_13C_at.percentage,Δδ13C,R 13C sample,R 13C control,F 13C sample,F 13C control ,E 13C,I 13C_ugC,Algal labeling factor,I total_ugC,I.total..ug.C.m2.,I.total..mg.C.m2.,ug.C.mg.1,,Δδ13N,R 13N sample,R 13N control,F 13N sample,F 13N control ,E 13N,I 13C_ugN,Algal labeling factor,I total_ugN,I.total..ug.N.m2.,I.total..mg.N.m2.,ug.N.mg.1
Polychaeta,Maldanidae,Maldane arctica,SSDF,Large,,,ST407,PP,PP5,5-10cm,1,333.333,822,2.466,,1.351,1351,1,310.548,64.881,106.636,0.372,16.543,510.402,-23.535,-22.535,1.08,0.003,0.378,0.079,0.932,0.195,931.645,194.644,310548.23,64881.172,310.548,64.881,80.798,0.373,17.141,314.191,-22.255,-21.255,1.081,-1.28,0.011,0.011,0.011,0.011,0,-0.007,0.538,-0.013,-4.454,-0.004,-0.014,,-0.598,0.004,0.004,0.004,0.004,0,0,0.459,-0.001,-0.169,0,-0.003
Polychaeta,Maldanidae,Maldane arctica,SSDF,Large,,,ST407,PP,PP5,5-10cm,1,333.333,806,2.418,,2.418,2418,1,258.474,60.858,182.573,0.374,20.364,775.422,-21.192,-20.192,1.082,0.003,0.321,0.076,0.775,0.183,775.422,182.573,258473.857,60857.725,258.474,60.858,102.947,0.372,16.336,415.09,-23.397,-22.397,1.08,2.205,0.011,0.011,0.011,0.011,0,0.019,0.538,0.035,11.655,0.012,0.045,,4.028,0.004,0.004,0.004,0.004,0,0.003,0.459,0.006,1.949,0.002,0.032
Polychaeta,Maldanidae,,SSDF,,,,ST407,PP,PP5,0-5cm,1,333.333,189.333,0.568,,0.568,568,1,61.654,14.2,42.601,0.383,44.722,184.962,-15.87,-14.87,1.088,0.003,0.326,0.075,0.185,0.043,184.962,42.601,61653.881,14200.404,61.654,14.2,52.628,0.372,16.256,246.607,-24.861,-23.861,1.078,8.991,0.011,0.011,0.011,0.011,0,0.018,0.538,0.034,11.336,0.011,0.184,,28.466,0.004,0.004,0.004,0.004,0,0.004,0.459,0.01,3.213,0.003,0.226
Nemertea,Nemertea,,P/S,,,,ST407,PP,PP5,0-5cm,1,333.333,679.667,2.039,,2.039,2039,1,216.67,53.703,161.108,0.381,39.517,650.011,-17.994,-16.994,1.086,0.003,0.319,0.079,0.65,0.161,650.011,161.108,216670.477,53702.742,216.67,53.703,130.418,0.372,14.969,564.388,-24.906,-23.906,1.078,6.912,0.011,0.011,0.011,0.011,0,0.049,0.538,0.092,30.628,0.031,0.141,,24.548,0.004,0.004,0.004,0.004,0,0.014,0.459,0.031,10.48,0.01,0.195
Polychaeta,Onuphidae,,P/S,,,,ST407,PP,PP5,0-5cm,1,333.333,1468.333,4.405,,2.353,2353,1,511.486,121.3,194.383,0.383,45.874,819.655,-13.138,-12.138,1.091,0.003,0.348,0.083,1.534,0.364,1534.459,363.901,511486.211,121300.359,511.486,121.3,13.156,0.371,13.85,56.423,-24.205,-23.205,1.079,11.067,0.011,0.011,0.011,0.011,0,0.1,0.538,0.185,61.831,0.062,0.121,,32.024,0.004,0.004,0.004,0.004,0,0.023,0.459,0.049,16.495,0.016,0.136
Polychaeta,Onuphidae,,P/S,,,,ST407,PP,PP5,0-5cm,1,333.333,50.667,0.152,,0.152,152,1,16.356,4.146,12.438,0.38,37.267,49.069,-15.685,-14.685,1.089,0.003,0.323,0.082,0.049,0.012,49.069,12.438,16356.454,4145.916,16.356,4.146,13.156,0.371,13.85,56.423,-24.205,-23.205,1.079,8.521,0.011,0.011,0.011,0.011,0,0.005,0.538,0.009,2.85,0.003,0.174,,23.417,0.004,0.004,0.004,0.004,0,0.001,0.459,0.002,0.772,0.001,0.186
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST407,PP,PP5,0-5cm,1,333.333,6.667,0.02,,,0,,1.353,0.31,,,,,,,,0.003,0.203,0.046,0.004,0.001,4.058,0.929,1352.604,309.573,1.353,0.31,,,,,,,,,,,,,,,,0.002,0.515,0.001,0.045,,,,,,,,,,0,0.142,0,0.053
Polychaeta,unidentified,unidentified,,,,,ST407,PP,PP5,0-5cm,,,1000.333,3.001,,,0,,337.273,82.097,,,,,,,,0.003,0.337,0.082,1.012,0.246,1011.819,246.292,337273.027,82097.174,337.273,82.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Cossuridae ,Cossura longocirrata,SDF,,,,ST177,C,C1,0-5cm,1,333.333,4.68,0.014,14.031,,0,,0.902,0.216,,,,,,,,0.003,0.193,0.046,0.003,0.001,2.705,0.647,901.826,215.824,0.902,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Maldanidae,Nicomache sp.,SSDF,,,,ST177,C,C1,0-5cm,1,333.333,165.05,0.495,495.158,,0,,81.557,16.294,,,,,,,,0.003,0.494,0.099,0.245,0.049,244.672,48.881,81557.471,16293.729,81.557,16.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,C,C1,0-5cm,4,1333.333,17.92,0.054,53.75,0.215,215,36,6.142,1.422,17.068,0.372,14.637,73.7,-23.233,-22.233,1.08,0.003,0.343,0.079,0.018,0.004,18.425,4.267,6141.673,1422.365,6.142,1.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,C,C1,0-5cm,2,666.667,65.48,0.196,196.434,,0,,12.626,3.022,,,,,,,,0.003,0.193,0.046,0.038,0.009,37.877,9.065,12625.568,3021.532,12.626,3.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,C,C1,0-5cm,7,2333.333,2708,8.124,8124,1.315,1315,1,819.779,198.12,96.207,0.371,13.143,398.083,-23.436,-22.436,1.08,0.003,0.303,0.073,2.459,0.594,2459.338,594.361,819779.446,198120.498,819.779,198.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,C,C1,0-5cm,23,7666.667,192.33,0.577,577,0.577,577,23,94.64,18.855,56.565,0.371,12.684,283.92,-23.388,-22.388,1.08,0.003,0.492,0.098,0.284,0.057,283.92,56.565,94639.855,18855.11,94.64,18.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,unidentified,unidentified,,,,,ST177,C,C1,0-5cm,,,623.33,1.87,1870,,0,,211.51,49.892,,,,,,,,0.003,0.339,0.08,0.635,0.15,634.53,149.675,211509.887,49891.716,211.51,49.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,C,C1,0-5cm,3,1000,492.33,1.477,1477,1.477,1477,3,185.331,44.966,134.899,0.37,10.726,555.992,-23.462,-22.462,1.08,0.003,0.376,0.091,0.556,0.135,555.992,134.899,185330.768,44966.415,185.331,44.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulk sediments,Bulk sediments,Bulk sediments,,,,,ST177,C,C1,,,,,,,,,,,,,,7.834,,-21.426,-21.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Cossuridae ,Cossura longocirrata,SDF,,,,ST177,C,C2,0-5cm,2,666.667,224.5,0.673,673.488,,0,,43.288,10.36,,,,,,,,0.003,0.193,0.046,0.13,0.031,129.863,31.079,43287.663,10359.538,43.288,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,C,C2,0-5cm,4,1333.333,17.92,0.054,53.75,,0,,6.142,1.422,,,,,,,,0.003,0.343,0.079,0.018,0.004,18.425,4.267,6141.673,1422.365,6.142,1.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Nephtyidae ,Bipalponephtys neotena,P/S,,,,ST177,C,C2,0-5cm,1,333.333,95.67,0.287,287,0.287,287,1,14.587,3.726,11.178,0.373,18.207,43.762,-23.1,-22.1,1.08,0.003,0.152,0.039,0.044,0.011,43.762,11.178,14587.213,3725.972,14.587,3.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Nuculidae ,Nucula Sp.,FF/SDF,,,,ST177,C,C2,0-5cm,1,333.333,741,2.223,2223,1.32,1320,1,269.748,61.818,110.12,0.371,11.864,480.523,-22.609,-21.609,1.081,0.003,0.364,0.083,0.809,0.185,809.244,185.453,269748.063,61817.513,269.748,61.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinodermata,Ophiurida,Ophiure,FF/SDF,,,,ST177,C,C2,0-5cm,1,333.333,295.67,0.887,887,0.887,887,1,29.778,2.522,7.566,0.37,10.708,89.334,-9.531,-8.531,1.095,0.003,0.101,0.009,0.089,0.008,89.334,7.566,29778.004,2522.109,29.778,2.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Sabellidae,Potamilla sp.,FF,,,,ST177,C,C2,0-5cm,1,333.333,4.68,0.014,14.031,,0,,0.902,0.216,,,,,,,,0.003,0.193,0.046,0.003,0.001,2.705,0.647,901.826,215.824,0.902,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,C,C2,0-5cm,6,2000,1441.67,4.325,4325,1.009,1009,1,463.338,112.673,78.858,0.371,13.487,324.283,-23.313,-22.313,1.08,0.003,0.321,0.078,1.39,0.338,1390.014,338.018,463337.952,112672.588,463.338,112.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,C,C2,0-5cm,25,8333.333,497.33,1.492,1492,1.492,1492,25,197.138,40.254,120.761,0.371,12.943,591.413,-22.871,-21.871,1.081,0.003,0.396,0.081,0.591,0.121,591.413,120.761,197137.551,40253.638,197.138,40.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,unidentified,unidentified,,,,,ST177,C,C2,0-5cm,,,732.67,2.198,2198,,0,,248.609,58.643,,,,,,,,0.003,0.339,0.08,0.746,0.176,745.827,175.928,248608.947,58642.777,248.609,58.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,C,C2,0-5cm,6,2000,170.51,0.512,511.517,0.653,653,9,74.135,16.691,63.921,0.37,11.02,283.92,-23.59,-22.59,1.08,0.003,0.435,0.098,0.222,0.05,222.404,50.072,74134.553,16690.595,74.135,16.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulk sediments,Bulk sediments,Bulk sediments,,,,,ST177,C,C2,,,,,,,,,,,,,,6.721,,-21.283,-21.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crustacea,Ampeliscidae,Ampelisca sp.,FF,,,,ST177,C,C3,0-5cm,1,333.333,80.67,0.242,242,0.242,242,1,16.175,3.187,9.56,0.37,8.966,48.526,-25.924,-24.924,1.077,0.003,0.201,0.04,0.049,0.01,48.526,9.56,16175.395,3186.538,16.175,3.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Arcidae,Bathyarca sp. ,FF,,,,ST177,C,C3,0-5cm,1,333.333,113,0.339,339,0.339,339,1,43.958,10.882,32.647,0.371,13.743,131.874,-22.539,-21.539,1.081,0.003,0.389,0.096,0.132,0.033,131.874,32.647,43957.88,10882.472,43.958,10.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Cossuridae ,Cossura longocirrata,SDF,,,,ST177,C,C3,5-10cm,1,333.333,37.42,0.112,112.248,,0,,7.215,1.727,,,,,,,,0.003,0.193,0.046,0.022,0.005,21.644,5.18,7214.611,1726.59,7.215,1.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,C,C3,0-5cm,3,1000,13.44,0.04,40.313,,0,,4.606,1.067,,,,,,,,0.003,0.343,0.079,0.014,0.003,13.819,3.2,4606.255,1066.774,4.606,1.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,C,C3,0-5cm,11,3666.667,4144,12.432,12432,0.902,902,1,1469.245,359.677,78.289,0.371,13.409,319.802,-23.324,-22.324,1.08,0.003,0.355,0.087,4.408,1.079,4407.736,1079.032,1469245.379,359677.465,1469.245,359.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,C,C3,0-5cm,20,6666.667,510.67,1.532,1532,1.532,1532,20,219.956,42.554,127.661,0.371,13.108,659.867,-23.096,-22.096,1.08,0.003,0.431,0.083,0.66,0.128,659.867,127.661,219955.712,42553.696,219.956,42.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,C,C3,5-10cm,1,333.333,0.82,0.002,2.457,,0,,0.247,0.055,,,,,,,,0.003,0.301,0.067,0.001,0,0.74,0.164,246.82,54.521,0.247,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Trichobranchidae,Terebellides sp.,FF,,,,ST177,C,C3,0-5cm,1,333.333,37.42,0.112,112.248,,0,,7.215,1.727,,,,,,,,0.003,0.193,0.046,0.022,0.005,21.644,5.18,7214.611,1726.59,7.215,1.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,unidentified,unidentified,,,,,ST177,C,C3,0-5cm,,,514.33,1.543,1543,,0,,174.524,41.167,,,,,,,,0.003,0.339,0.08,0.524,0.124,523.572,123.502,174523.933,41167.336,174.524,41.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,C,C3,0-5cm,3,1000,47.16,0.141,141.483,0.653,653,9,20.505,4.617,,,,,,,,0.003,0.435,0.098,0.062,0.014,61.516,13.85,20505.302,4616.548,20.505,4.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulk sediments,Bulk sediments,Bulk sediments,,,,,ST177,C,C3,,,,,,,,,,,,,,9.1,,-20.894,-20.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Cirratulidae ,Chaetozone sp.,SDF,,,,ST177,C,C4,0-5cm,1,333.333,4.68,0.014,14.031,,0,,1.685,0.37,,,,,,,,0.003,0.36,0.079,0.005,0.001,5.055,1.11,1684.963,370.129,1.685,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Maldanidae,Chirimia biceps bicep,SSDF,,,,ST177,C,C4,0-5cm,1,333.333,376.67,1.13,1130,1.13,1130,1,120.778,27.289,81.868,0.372,15.814,362.334,-22.561,-21.561,1.081,0.003,0.321,0.072,0.362,0.082,362.334,81.868,120777.868,27289.297,120.778,27.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Maldanidae,Chirimia biceps bicep,SSDF,,,,ST177,C,C4,5-10cm,1,333.333,894.67,2.684,2684,1.184,1184,1,442.082,88.32,116.883,0.372,16.175,585.05,-23.522,-22.522,1.08,0.003,0.494,0.099,1.326,0.265,1326.245,264.96,442081.719,88320.049,442.082,88.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,C,C4,0-5cm,3,1000,13.44,0.04,40.313,,0,,4.606,1.067,,,,,,,,0.003,0.343,0.079,0.014,0.003,13.819,3.2,4606.255,1066.774,4.606,1.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,C,C4,0-5cm,2,666.667,126.28,0.379,378.837,1,1000,3 (2le-1Euch),24.349,5.827,46.146,0.372,16.693,192.821,-23.025,-22.025,1.08,0.003,0.193,0.046,0.073,0.017,73.048,17.482,24349.311,5827.24,24.349,5.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Sabellidae,Euchone sp.,FF,,,,ST177,C,C4,5-10cm,1,333.333,894.67,2.684,2684,,0,,172.511,41.285,,,,,,,,0.003,0.193,0.046,0.518,0.124,517.533,123.855,172510.904,41285.05,172.511,41.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Sabellidae,Euchone sp.,FF,,,,ST177,C,C4,0-5cm,1,333.333,140.31,0.421,420.93,,0,,27.055,6.475,,,,,,,,0.003,0.193,0.046,0.081,0.019,81.164,19.424,27054.79,6474.711,27.055,6.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,C,C4,0-5cm,4,1333.333,1681,5.043,5043,1.081,1081,1,570.398,134.548,86.523,0.371,13.149,366.806,-23.564,-22.564,1.08,0.003,0.339,0.08,1.711,0.404,1711.194,403.643,570398.052,134547.553,570.398,134.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,C,C4,5-10cm,1,333.333,105.11,0.315,315.317,,0,,33.78,8.214,,,,,,,,0.003,0.321,0.078,0.101,0.025,101.34,24.643,33779.999,8214.479,33.78,8.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,C,C4,0-5cm,25,8333.333,440.33,1.321,1321,1.321,1321,25,132.694,29.311,87.934,0.371,13.827,398.083,-22.605,-21.605,1.081,0.003,0.301,0.067,0.398,0.088,398.083,87.934,132694.482,29311.235,132.694,29.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,unidentified,unidentified,,,,,ST177,C,C4,0-5cm,,,670.33,2.011,2011,,0,,227.458,53.654,,,,,,,,0.003,0.339,0.08,0.682,0.161,682.374,160.961,227457.958,53653.605,227.458,53.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,C,C4,0-5cm,7,2333.333,720.67,2.162,2162,2.162,2162,7,293.046,67.649,202.947,0.37,11.234,879.138,-23.4,-22.4,1.08,0.003,0.407,0.094,0.879,0.203,879.138,202.947,293045.878,67649.089,293.046,67.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caudofoveata,Chaetodermatidae,Chaetoderma sp.,P/S,,,,ST177,C,C5,0-5cm,1,333.333,987.33,2.962,2962,2.125,2125,1,210.858,30.531,65.711,0.372,15.157,453.821,-18.79,-17.79,1.085,0.003,0.214,0.031,0.633,0.092,632.573,91.594,210857.816,30531.178,210.858,30.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,C,C5,0-5cm,1,333.333,238.33,0.715,715,0.715,715,2,61.117,15.028,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,0.003,0.256,0.063,0.183,0.045,183.352,45.084,61117.331,15028.041,61.117,15.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,C,C5,0-5cm,1,333.333,4.78,0.014,14.333,,0,,1.638,0.379,,,,,,,,0.003,0.343,0.079,0.005,0.001,4.913,1.138,1637.779,379.297,1.638,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,C,C5,5-10cm,1,333.333,4.48,0.013,13.438,,0,,1.535,0.356,,,,,,,,0.003,0.343,0.079,0.005,0.001,4.606,1.067,1535.418,355.591,1.535,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,C,C5,5-10cm,1,333.333,100,0.3,300,,0,,19.282,4.615,,,,,,,,0.003,0.193,0.046,0.058,0.014,57.846,13.844,19282.143,4614.573,19.282,4.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,C,C5,0-5cm,6,2000,1836.33,5.509,5509,0.928,928,1,566.263,138.332,69.907,0.371,13.176,286.164,-23.482,-22.482,1.08,0.003,0.308,0.075,1.699,0.415,1698.79,414.995,566263.443,138331.646,566.263,138.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,C,C5,0-5cm,12,4000,401.33,1.204,1204,1.204,1204,12,152.016,29.432,88.297,0.371,13.323,456.048,-22.912,-21.912,1.081,0.003,0.379,0.073,0.456,0.088,456.048,88.297,152015.899,29432.47,152.016,29.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,C,C5,0-5cm,1,333.333,261.41,0.784,784.234,,0,,78.776,17.401,,,,,,,,0.003,0.301,0.067,0.236,0.052,236.329,52.203,78776.29,17401.103,78.776,17.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,C,C5,5-10cm,1,333.333,7.89,0.024,23.679,,0,,2.379,0.525,,,,,,,,0.003,0.301,0.067,0.007,0.002,7.136,1.576,2378.508,525.395,2.379,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,unidentified,unidentified,,,,,ST177,C,C5,0-5cm,,,659.33,1.978,1978,,0,,223.725,52.773,,,,,,,,0.003,0.339,0.08,0.671,0.158,671.176,158.319,223725.431,52773.163,223.725,52.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,C,C5,0-5cm,3,1000,559,1.677,1677,1.677,1677,3,218.486,53.185,159.556,0.37,10.992,655.458,-23.353,-22.353,1.08,0.003,0.391,0.095,0.655,0.16,655.458,159.556,218485.861,53185.282,218.486,53.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Arcidae,Bathyarca sp. ,FF,,,,ST177,IA,IA1,0-5cm,1,333.333,379.33,1.138,1138,1.138,1138,1,160.737,36.078,108.235,0.374,21.855,482.212,-17.043,-16.043,1.087,0.003,0.424,0.095,0.482,0.108,482.212,108.235,160737.441,36078.174,160.737,36.078,32.647,0.371,13.743,131.874,-22.539,-21.539,1.081,5.497,0.011,0.011,0.011,0.011,0,0.029,0.61,0.048,15.92,0.016,0.099,,8.112,0.004,0.004,0.004,0.004,0,0.003,0.365,0.009,2.926,0.003,0.081
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,IA,IA1,5-10cm,2,666.667,414,1.242,1242,1.242,1242,2,103.711,24.942,74.826,0.372,16.255,311.134,-21.937,-20.937,1.082,0.003,0.251,0.06,0.311,0.075,311.134,74.826,103711.267,24942.064,103.711,24.942,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,2.47,0.011,0.011,0.011,0.011,0,0.008,0.61,0.014,4.615,0.005,0.045,,4.489,0.004,0.004,0.004,0.004,0,0.001,0.365,0.003,1.12,0.001,0.045
Polychaeta,Maldanidae,Chirimia biceps bicep,SSDF,,,,ST177,IA,IA1,0-5cm,2,666.667,343,1.029,1029,1.029,1029,2,94.663,22.144,66.431,0.38,37.123,283.988,-11.569,-10.569,1.093,0.003,0.276,0.065,0.284,0.066,283.988,66.431,94662.612,22143.687,94.663,22.144,81.868,0.372,15.814,362.334,-22.561,-21.561,1.081,10.992,0.011,0.011,0.011,0.011,0,0.034,0.61,0.056,18.748,0.019,0.198,,21.309,0.004,0.004,0.004,0.004,0,0.005,0.365,0.014,4.717,0.005,0.213
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,IA,IA1,0-5cm,2,666.667,19.81,0.059,59.417,0.713,713,27,6.44,1.53,55.066,0.381,40.682,231.856,-8.913,-7.913,1.096,0.003,0.325,0.077,0.019,0.005,19.321,4.589,6440.451,1529.618,6.44,1.53,17.068,0.372,14.637,73.7,-23.233,-22.233,1.08,14.32,0.011,0.011,0.011,0.011,0,0.036,0.61,0.06,3.988,0.004,0.052,,26.044,0.004,0.004,0.004,0.004,0,0.005,0.365,0.014,0.956,0.001,0.052
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,IA,IA1,0-5cm,8,2666.667,1961.67,5.885,5885,1.467,1467,2,581.796,136.207,101.86,0.45,228.645,435.087,136.74,137.74,1.255,0.003,0.297,0.069,1.745,0.409,1745.389,408.622,581796.256,136207.46,581.796,136.207,96.207,0.371,13.143,398.083,-23.436,-22.436,1.08,160.177,0.013,0.011,0.013,0.011,0.002,0.765,0.61,1.254,417.877,0.418,0.718,,215.502,0.005,0.004,0.004,0.004,0.001,0.08,0.365,0.219,73.098,0.073,0.537
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,IA,IA1,0-5cm,17,5666.667,655,1.965,1965,1.205,1205,12,263.334,48.724,89.637,0.381,41.013,484.454,-8.96,-7.96,1.096,0.003,0.402,0.074,0.79,0.146,790.001,146.171,263333.709,48723.833,263.334,48.724,56.565,0.371,12.684,283.92,-23.388,-22.388,1.08,14.427,0.011,0.011,0.011,0.011,0,0.077,0.61,0.126,41.977,0.042,0.159,,28.33,0.004,0.004,0.004,0.004,0,0.009,0.365,0.025,8.462,0.008,0.174
Polychaeta,unidentified,unidentified,,,,,ST177,IA,IA1,5-10cm,,,1033.33,3.1,3100,,0,,350.631,82.708,,,,,,,,0.003,0.339,0.08,1.052,0.248,1051.894,248.125,350631.363,82708.193,350.631,82.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,unidentified,unidentified,,,,,ST177,IA,IA1,0-5cm,,,1003.67,3.011,3011,,0,,340.565,80.334,,,,,,,,0.003,0.339,0.08,1.022,0.241,1021.695,241.001,340564.849,80333.667,340.565,80.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,IA,IA1,0-5cm,3,1000,10.16,0.03,30.473,0.737,737,4,4.417,0.994,,,,,,,,0.003,0.435,0.098,0.013,0.003,13.25,2.983,4416.527,994.333,4.417,0.994,,,,,,,,,,,,,,,,,7.41,0.007,0.288,,,,,,,,,,,1.656,0.002,0.269
